Vendor,Model,OS,Kernel,CPP,Ver,JEM,Mem,Dimms,Size,Rank,Speed,Mfg,Gen,CPU,TDP,Cores,ACT,Chips,Cores,Threads,Score,URL,,,,,,,,,low(x),med(x),high(x)
Dell,PowerEdge R740,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,4214,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190415-11991.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4214,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19461.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,4214Y,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16872.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel,19.0.4.227,,384,24,16,2Rx8,2933,Intel,CLX,4214Y,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14960.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,4214,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15520.html,,,,,,,,,,,
H3C,UniServer R4900 G3,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,192,12,16,2Rx8,2666,Intel,CLX,4214,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-16748.html,,,,,,,,,,,
H3C,UniServer R4300 G3,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2666,Intel,CLX,4214,85,12,2.7,2,24,48,134,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190823-17225.html,,,,,,,,,,,
Primergy,RX2530 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.8,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19459.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13792.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13754.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,4208,85,8,2.5,2,16,32,82.8,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190708-16036.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,4208,85,8,2.5,2,16,32,82.8,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-17053.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2666,Intel,CLX,4209T,70,8,2.5,2,16,32,82.8,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13306.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13653.html,,,,,,,,,,,
HPE,ProLiant ML350 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.6,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16314.html,,,,,,,,,,,
Huawei,2288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190408-11766.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12901.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13737.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.6,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190527-14625.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,6230R,150,26,3,2,52,104,284,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200303-21210.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,6230R,150,26,3,2,52,104,283,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200302-21062.html,,,,,,,,,,,
Lenovo,ThinkSystem ST550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,82.9,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13415.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,82.9,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190430-13386.html,,,,,,,,,,,
Dell,PowerEdge M640,Ubuntu 18.04.2 LTS,4.15.0-58-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,199,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-17963.html,,,,,,,,,,,
Primergy,RX2540 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,199,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191001-18950.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,199,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190805-16560.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,24,16,2Rx8,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,199,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17419.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,199,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18229.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,6222V,115,20,2.4,2,40,80,199,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16933.html,,,,,,,,,,,
ASUS,ESC8000 G4(Z11PG-D24) Server System,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6246,165,12,4.1,2,24,48,204,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14891.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,8256,105,4,3.9,2,8,16,64.7,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-17009.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-25.25-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4210,85,10,2.7,2,20,40,112,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190913-17847.html,,,,,,,,,,,
H3C,UniServer R4300 G3,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2666,Intel,CLX,4210,85,10,2.7,2,20,40,112,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190829-17263.html,,,,,,,,,,,
H3C,UniServer R4900 G3,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2666,Intel,CLX,4210,85,10,2.7,2,20,40,112,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190917-18498.html,,,,,,,,,,,
Primergy,TX2550 M5,SUSE Linux Enterprise Server 15,4.12.14-25.28-default,Intel C/C++,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19668.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12404.html,,,,,,,,,,,
Huawei,CH121 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12572.html,,,,,,,,,,,
Huawei,CH225 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12578.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13040.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14035.html,,,,,,,,,,,
Gigabyte,029U-TR4,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,3200,Intel,CLX,4208,85,8,2.5,2,16,32,83,http://spec.org/cpu2017/results/res2020q1/cpu2017-20191224-20461.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,8253,125,16,2.5,2,32,64,166,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12432.html,,,,,,,,,,,
Lenovo,ThinkSystem SR570,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8253,125,16,2.5,2,32,64,166,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190416-12134.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8253,125,16,2.5,2,32,64,166,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12912.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,8253,125,16,2.5,2,32,64,166,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13152.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,8253,125,16,2.5,2,32,64,166,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13812.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,12,32,2Rx4,2933,Intel,CLX,8253,125,16,2.5,2,32,64,166,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13840.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-25.25-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,186,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18805.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5218,125,16,2.8,2,32,64,186,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18834.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,186,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19679.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,186,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191111-19683.html,,,,,,,,,,,
ASUS,ESC8000 G4(Z11PG-D24) Server System,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,8260M,165,24,3.1,2,48,96,309,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18234.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.8,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190722-16282.html,,,,,,,,,,,
Huawei,1288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12564.html,,,,,,,,,,,
Huawei,5288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12568.html,,,,,,,,,,,
Lenovo,ThinkSystem SR590,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.1,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12855.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.2.187,,384,24,16,2Rx8,2666,Intel,CLX,4209T,70,8,2.5,2,16,32,83.1,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190819-16905.html,,,,,,,,,,,
HPE,ProLiant DL360 Gen10,SUSE Linux Enterprise Server 15 SP1,4.12.14-195-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx8,2933,Intel,CLX,6230R,150,26,3,2,52,104,283,http://spec.org/cpu2017/results/res2020q1/cpu2017-20200302-21065.html,,,,,,,,,,,
Cisco,UCS C240 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14184.html,,,,,,,,,,,
Dell,PowerEdge R540,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190930-18883.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190723-16326.html,,,,,,,,,,,
Inspur,NF5280M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190912-17816.html,,,,,,,,,,,
Inspur,NF5280M5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.4.227,5.0.1,384,24,16,2Rx4,2933,Intel,CLX,5220,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190912-17818.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,192,12,16,2Rx8,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18122.html,,,,,,,,,,,
Lenovo,ThinkSystem SR550,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,384,12,32,2Rx4,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18199.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,384,24,16,2Rx8,2933,Intel,CLX,5220S,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18221.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2666,Intel,CLX,5220,125,18,2.7,2,36,72,202,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190624-15587.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83.2,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190611-15305.html,,,,,,,,,,,
Lenovo,ThinkSystem SR530,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.2,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13233.html,,,,,,,,,,,
Dell,PowerEdge R540,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,64.9,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18029.html,,,,,,,,,,,
Dell,PowerEdge R640,Ubuntu 18.04.2 LTS,4.15.0-46-generic,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83.3,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190401-11577.html,,,,,,,,,,,
Huawei,1288H V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.3,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12548.html,,,,,,,,,,,
Lenovo,ThinkSystem SD530,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel C/C++,19.0.1.144,,192,12,16,2Rx8,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.3,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-13047.html,,,,,,,,,,,
NEC,Express5800/R120h-2M,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.5.1.el7.x86_64,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,5222,105,4,3.9,2,8,16,65,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190902-17389.html,,,,,,,,,,,
ASUS,ESC8000 G4(Z11PG-D24) Server System,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,6226,125,12,3.5,2,24,48,175,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190709-16044.html,,,,,,,,,,,
Cisco,UCS B200 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,4214,85,12,2.7,2,24,48,135,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190903-17683.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,384,12,32,2Rx8,2933,Intel,CLX,4214,85,12,2.7,2,24,48,135,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13708.html,,,,,,,,,,,
Dell,PowerEdge R740xd,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,768,24,32,2Rx4,2933,Intel,CLX,4214,85,12,2.7,2,24,48,135,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190805-16536.html,,,,,,,,,,,
Dell,PowerEdge C6420,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,200,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190513-13651.html,,,,,,,,,,,
Dell,PowerEdge R540,Ubuntu 18.04.2 LTS,4.15.0-45-generic,Intel C/C++,19.0.4.227,5.0.1,384,12,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,200,http://spec.org/cpu2017/results/res2019q4/cpu2017-20190916-18020.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,6222V,115,20,2.4,2,40,80,200,http://spec.org/cpu2017/results/res2019q3/cpu2017-20190819-17017.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx4,2666,Intel,CLX,4214Y,85,12,2.7,2,24,48,135,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12987.html,,,,,,,,,,,
HPE,ProLiant DL380 Gen10,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx4,2666,Intel,CLX,4214,85,12,2.7,2,24,48,135,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12989.html,,,,,,,,,,,
Lenovo,ThinkSystem SN550,SUSE Linux Enterprise Server 15,4.12.14-25.13-default,Intel,19.0.4.227,,768,24,32,2Rx4,2666,Intel,CLX,8256,105,4,3.9,2,8,16,65,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190610-14952.html,,,,,,,,,,,
Huawei,2288 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,5.0.1,192,12,16,2Rx8,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190426-12410.html,,,,,,,,,,,
Huawei,CH225 V5,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190428-12560.html,,,,,,,,,,,
Lenovo,ThinkSystem SR650,Red Hat Enterprise Linux Server 7.6 (Maipo),3.10.0-957.el7.x86_64,Intel C/C++,19.0.1.144,,768,24,32,2Rx4,2933,Intel,CLX,4209T,70,8,2.5,2,16,32,83.4,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190514-14040.html,,,,,,,,,,,
Cisco,UCS C220 M5,SUSE Linux Enterprise Server 15,4.12.14-23-default,Intel C/C++,19.0.4.227,,768,24,32,2Rx4,2933,Intel,CLX,5218B,125,16,2.8,2,32,64,187,http://spec.org/cpu2017/results/res2019q4/cpu2017-20191029-19386.html,,,,,,,,,,,
Lenovo,ThinkSystem SR630,SUSE Linux Enterprise Server 12 SP4,4.12.14-94.41-default,Intel C/C++,19.0.1.144,,384,24,16,2Rx8,2933,Intel,CLX,4208,85,8,2.5,2,16,32,83.5,http://spec.org/cpu2017/results/res2019q2/cpu2017-20190429-12920.html,,,,,,,,,,,
